comment_id,posts_id,user_id,comment_content,comment_date
639,593,223,0/0,12/4/2023
640,503,826,œ∑´®†¥¨ˆøπ“‘,12/9/2023
641,575,206,/dev/null; touch /tmp/blns.fail ; echo,12/24/2023
642,339,880,0/0,12/13/2023
643,836,441,᠎,12/8/2023
644,937,818,-1E+02,12/23/2023
645,414,652,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/1/2023
646,949,212,🐵 🙈 🙉 🙊,12/25/2023
647,152,505,,12/10/2023
648,992,52,NULL,12/14/2023
649,923,628,١٢٣,12/18/2023
650,804,945,",./;'[]\-=",12/3/2023
651,866,678,-1E+02,12/6/2023
652,817,846,사회과학원 어학연구소,12/7/2023
653,1000,105,사회과학원 어학연구소,12/29/2023
654,677,348,社會科學院語學研究所,12/17/2023
655,622,240,1E2,12/26/2023
656,21,481,NIL,12/6/2023
657,264,226,⁦test⁧,12/22/2023
658,777,910,$1.00,12/21/2023
659,36,931,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/23/2023
660,782,919,'',12/15/2023
661,653,28,₀₁₂,12/20/2023
662,177,334,"""''''""'""",12/1/2023
663,176,542,-1,12/26/2023
664,128,978,"""'""'""''''""",12/1/2023
665,681,275,‪‪test‪,12/23/2023
666,372,54,<svg><script>0<1>alert('XSS')</script>,12/19/2023
667,790,37,␢,12/21/2023
668,287,135,<svg><script>0<1>alert('XSS')</script>,12/2/2023
669,469,917,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,12/17/2023
670,947,704,¡™£¢∞§¶•ªº–≠,12/11/2023
671,412,469,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/13/2023
672,793,699,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/2/2023
673,236,547,١٢٣,12/30/2023
674,369,622,사회과학원 어학연구소,12/15/2023
675,951,24,-1E+02,12/29/2023
676,626,226,-1E2,12/5/2023
677,947,822,⁰⁴⁵,12/30/2023
678,56,374,NIL,12/14/2023
679,558,803,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/5/2023
680,392,706,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/11/2023
681,50,138,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/14/2023
682,606,754,"<>?:""{}|_+",12/14/2023
683,484,619,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/8/2023
684,176,439,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,12/4/2023
685,84,932,パーティーへ行かないか,12/26/2023
686,986,881,null,12/10/2023
687,324,548,null,12/25/2023
688,401,759,"""'""'""''''""",12/22/2023
689,63,506,NIL,12/13/2023
690,599,549,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/25/2023
691,759,784,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/8/2023
692,881,707,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/1/2023
693,855,106,(｡◕ ∀ ◕｡),12/19/2023
694,612,209,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/29/2023
695,100,553,Œ„´‰ˇÁ¨ˆØ∏”’,12/17/2023
696,370,223,`⁄€‹›ﬁﬂ‡°·‚—±,12/3/2023
697,252,181,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,12/14/2023
698,44,268,(╯°□°）╯︵ ┻━┻)  ,12/7/2023
699,854,319,Œ„´‰ˇÁ¨ˆØ∏”’,12/11/2023
700,915,876,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,12/14/2023
701,857,235, test ,12/13/2023
702,86,322,"""""",12/10/2023
703,79,194,1'; DROP TABLE users--,12/6/2023
704,355,11,‫test‫,12/19/2023
705,581,319, ,12/23/2023
706,123,785,　,12/11/2023
707,516,900,1E+02,12/8/2023
708,303,770,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/17/2023
709,624,343,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/7/2023
710,568,983,Œ„´‰ˇÁ¨ˆØ∏”’,12/21/2023
711,591,152,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/25/2023
712,336,171,¸˛Ç◊ı˜Â¯˘¿,12/6/2023
713,61,458,₀₁₂,12/13/2023
714,246,990,00˙Ɩ$-,12/26/2023
715,679,542,⁰⁴⁵₀₁₂,12/30/2023
716,353,531,-$1.00,12/1/2023
717,506,282,(｡◕ ∀ ◕｡),12/6/2023
718,400,977,1,12/22/2023
719,484,92,울란바토르,12/18/2023
720,699,210,1E2,12/3/2023
721,640,753,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/19/2023
722,475,459,␢,12/20/2023
723,84,544,!@#$%^&*(),12/22/2023
724,814,191,1.00,12/12/2023
725,360,873,｀ｨ(´∀｀∩,12/16/2023
726,627,313,"""''''""'""",12/12/2023
727,272,902,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/14/2023
728,721,435,åß∂ƒ©˙∆˚¬…æ,12/6/2023
729,984,51,１２３,12/1/2023
730,529,616,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/28/2023
731,653,284,(｡◕ ∀ ◕｡),12/16/2023
732,145,790,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/9/2023
733,307,996,⁰⁴⁵,12/6/2023
734,490,361, ,12/8/2023
735,10,647,"<>?:""{}|_+",12/19/2023
736,756,769,␢,12/12/2023
737,337,542,'',12/9/2023
738,843,622, ,12/29/2023
739,238,756,١٢٣,12/12/2023
740,994,633,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,12/18/2023
741,862,623,部落格,12/19/2023
742,150,276,␡,12/30/2023
743,829,530,␡,12/6/2023
744,188,669,../../../../../../../../../../../etc/hosts,12/27/2023
745,809,498,¡™£¢∞§¶•ªº–≠,12/11/2023
746,176,903,␢,12/7/2023
747,433,879,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/3/2023
748,280,671,１２３,12/18/2023
749,530,650,',12/23/2023
750,528,766,../../../../../../../../../../../etc/hosts,12/6/2023
751,979,441,-1E+02,12/27/2023
752,559,655,../../../../../../../../../../../etc/passwd%00,12/20/2023
753,384,603,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/3/2023
754,45,720,🐵 🙈 🙉 🙊,12/4/2023
755,484,41,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/9/2023
756,848,428,１２３,12/4/2023
757,502,282,‫test‫,12/1/2023
758,671,806,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },12/15/2023
759,575,920,œ∑´®†¥¨ˆøπ“‘,12/23/2023
760,994,699,₀₁₂,12/25/2023
761,224,734,田中さんにあげて下さい,12/17/2023
762,319,101,null,12/20/2023
763,851,584, ,12/1/2023
764,542,703,1/0,12/12/2023
765,50,301,​,12/30/2023
766,201,487,NIL,12/15/2023
767,741,175,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/13/2023
768,667,143,<script>alert('hi')</script>,12/15/2023
769,982,322,﻿,12/16/2023
770,969,570,`⁄€‹›ﬁﬂ‡°·‚—±,12/17/2023
771,292,623,nil,12/25/2023
772,822,773,(╯°□°）╯︵ ┻━┻)  ,12/16/2023
773,393,277,"<>?:""{}|_+",12/12/2023
774,578,795,␢,12/8/2023
775,417,444,田中さんにあげて下さい,12/27/2023
776,669,763,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/3/2023
777,961,484, ,12/6/2023
778,898,556,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/7/2023
779,555,475,Œ„´‰ˇÁ¨ˆØ∏”’,12/20/2023
780,367,12,社會科學院語學研究所,12/28/2023
781,418,636,<img src=x onerror=alert('hi') />,12/17/2023
782,534,891,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/27/2023
783,98,172,١٢٣,12/20/2023
784,796,76,1E+02,12/20/2023
785,546,739,NULL,12/24/2023
786,732,867,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,12/24/2023
787,666,620,パーティーへ行かないか,12/25/2023
788,969,824,田中さんにあげて下さい,12/26/2023
789,330,74,﻿,12/25/2023
790,634,410,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,12/17/2023
791,256,66,/dev/null; touch /tmp/blns.fail ; echo,12/29/2023
792,894,235,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,12/27/2023
793,726,751,0/0,12/3/2023
794,206,447,"""'""'""''''""",12/19/2023
795,329,416,/dev/null; touch /tmp/blns.fail ; echo,12/28/2023
796,467,422,１２３,12/1/2023
797,280,459,'',12/13/2023
798,122,511,<script>alert('hi')</script>,12/28/2023
799,826,407,1/2,12/30/2023
800,70,309,$1.00,12/12/2023
801,453,862,null,12/6/2023
802,319,339,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/23/2023
803,551,630,␡,12/16/2023
804,113,849,‪‪test‪,12/11/2023
805,741,136,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/10/2023
806,484,480,-1E2,12/2/2023
807,349,576,nil,12/30/2023
808,437,699,<script>alert('hi')</script>,12/13/2023
809,77,948,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/5/2023
810,573,647,사회과학원 어학연구소,12/11/2023
811,64,3,<img src=x onerror=alert('hi') />,12/21/2023
812,315,854,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/27/2023
813,413,285,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/21/2023
814,420,766,-$1.00,12/17/2023
815,762,386,1,12/28/2023
816,653,303,　,12/11/2023
817,311,957,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/1/2023
818,639,869,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,12/4/2023
819,151,291,NIL,12/1/2023
820,405,489,null,12/24/2023
821,560,978,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,12/14/2023
822,951,495,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,12/15/2023
823,985,997,test⁠test‫,12/22/2023
824,127,198,␡,12/17/2023
825,866,574,¸˛Ç◊ı˜Â¯˘¿,12/5/2023
826,991,920,₀₁₂,12/26/2023
827,112,13,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/27/2023
828,272,168,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/16/2023
829,95,7,"""'""'""''''""",12/9/2023
830,911,948,-1,12/9/2023
831,351,883,1/2,12/15/2023
832,931,10,‪‪test‪,12/20/2023
833,842,591,/dev/null; touch /tmp/blns.fail ; echo,12/1/2023
834,386,737,₀₁₂,12/7/2023
835,928,96,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/20/2023
836,675,785,1/2,12/8/2023
837,382,118,0.00,12/9/2023
838,180,718,田中さんにあげて下さい,12/18/2023
839,978,121,社會科學院語學研究所,12/30/2023
840,710,199,울란바토르,12/7/2023
841,359,468,‫test‫,12/28/2023
842,203,556,00˙Ɩ$-,12/24/2023
843,684,566,nil,12/1/2023
844,150,477, ,12/27/2023
845,224,799,¸˛Ç◊ı˜Â¯˘¿,12/11/2023
846,38,782,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,12/10/2023
847,608,898,00˙Ɩ$-,12/25/2023
848,489,781,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/22/2023
849,171,577,᠎,12/20/2023
850,835,415,-1E02,12/26/2023
851,104,689,1;DROP TABLE users,12/21/2023
852,527,931,-1E+02,12/25/2023
853,862,15,｀ｨ(´∀｀∩,12/21/2023
854,145,427,åß∂ƒ©˙∆˚¬…æ,12/8/2023
855,314,663,1/2,12/14/2023
856,759,350, ,12/2/2023
857,370,424,<script>alert('hi')</script>,12/11/2023
858,97,806,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,12/20/2023
859,732,402,nil,12/10/2023
860,284,131,⁦test⁧,12/21/2023
861,548,381,00˙Ɩ$-,12/13/2023
862,302,678,<img src=x onerror=alert('hi') />,12/9/2023
863,171,696,⁰⁴⁵₀₁₂,12/9/2023
864,214,626,NULL,12/5/2023
865,387,277,﻿,12/21/2023
866,916,881,␢,12/20/2023
867,643,220,パーティーへ行かないか,12/3/2023
868,84,88,｀ｨ(´∀｀∩,12/21/2023
869,24,951,␡,12/11/2023
870,636,965,",./;'[]\-=",12/3/2023
871,79,724,👩🏽,12/1/2023
872,366,600,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/18/2023
873,517,57,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,12/13/2023
874,786,333,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },12/22/2023
875,485,719,NULL,12/8/2023
876,724,464,1;DROP TABLE users,12/27/2023
877,15,461,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/26/2023
878,865,136,../../../../../../../../../../../etc/passwd%00,12/12/2023
879,56,234,"""""",12/14/2023
880,869,204,0/0,12/29/2023
881,935,583,<script>alert('hi')</script>,12/18/2023
882,366,705,パーティーへ行かないか,12/18/2023
883,276,427,"<>?:""{}|_+",12/20/2023
884,226,468,🐵 🙈 🙉 🙊,12/1/2023
885,11,57,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/28/2023
886,340,265,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,12/7/2023
887,317,989,"<>?:""{}|_+",12/17/2023
888,904,589,0/0,12/29/2023
889,509,19,œ∑´®†¥¨ˆøπ“‘,12/17/2023
890,28,284,‪‪test‪,12/25/2023
891,682,53,᠎,12/13/2023
892,693,839,(｡◕ ∀ ◕｡),12/29/2023
893,430,339,null,12/10/2023
894,495,101,Œ„´‰ˇÁ¨ˆØ∏”’,12/21/2023
895,845,430,¡™£¢∞§¶•ªº–≠,12/4/2023
896,82,318,　,12/16/2023
897,331,651,👩🏽,12/23/2023
898,488,272,⁦test⁧,12/16/2023
899,665,517, ,12/26/2023
900,39,49,"__ﾛ(,_,*)",12/24/2023
901,808,777,田中さんにあげて下さい,12/20/2023
902,206,832,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/5/2023
903,99,664,../../../../../../../../../../../etc/hosts,12/11/2023
904,849,130,1E02,12/15/2023
905,156,197,١٢٣,12/21/2023
906,344,968,-1/2,12/28/2023
907,988,617,1;DROP TABLE users,12/15/2023
908,768,113,-$1.00,12/12/2023
909,515,589,../../../../../../../../../../../etc/hosts,12/19/2023
910,415,635,,12/8/2023
911,687,667,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/28/2023
912,153,653,0.00,12/10/2023
913,303,14,᠎,12/8/2023
914,189,707,<svg><script>0<1>alert('XSS')</script>,12/14/2023
915,615,955,../../../../../../../../../../../etc/passwd%00,12/28/2023
916,326,556,null,12/19/2023
917,245,547,!@#$%^&*(),12/24/2023
918,411,127,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/2/2023
919,213,453,␡,12/21/2023
920,755,161,NIL,12/12/2023
921,593,345,1.00,12/20/2023
922,2,730,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/19/2023
923,774,398,사회과학원 어학연구소,12/9/2023
924,35,521,0/0,12/1/2023
925,276,48,和製漢語,12/21/2023
926,739,944,null,12/30/2023
927,881,961,00˙Ɩ$-,12/12/2023
928,502,631,　,12/19/2023
929,908,255,"<>?:""{}|_+",12/15/2023
930,452,945,../../../../../../../../../../../etc/passwd%00,12/20/2023
931,212,549,⁰⁴⁵,12/7/2023
932,423,65,😍,12/9/2023
933,613,702,␢,12/21/2023
934,247,850, ,12/17/2023
935,973,798, ,12/1/2023
936,385,962,⁰⁴⁵₀₁₂,12/26/2023
937,937,375,NULL,12/11/2023
938,711,48,<script>alert('hi')</script>,12/16/2023
939,579,263,הָיְתָהtestالصفحات التّحول,12/9/2023
940,851,968,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/8/2023
941,66,745,"""''''""'""",12/11/2023
942,271,1,הָיְתָהtestالصفحات التّحول,12/15/2023
943,912,268,사회과학원 어학연구소,12/18/2023
944,96,624,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/25/2023
945,596,725,<svg><script>0<1>alert('XSS')</script>,12/25/2023
